coverage_id,record_scope,relative_path,extension,size_bytes,sha256,inventory_and_preservation,container_or_manifest_integrity,format_processing,content_specific_check,traceability_check,epistemic_classification_check,visual_review_check,code_reproduction_check,negative_or_limitation_notes,applicable_checks_complete,coverage_state
COV-00052,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/05_RESULTADOS_NEGATIVOS_Y_CORRECCIONES/OMEGA_AUDITORIA_FASE_5_DOCS_41_50__RESULTADOS_SUPERADOS_CORREGIDOS_DOCS_41_50.csv,.csv,806,35e4820874c83a46600aac6ee3f838d52081f748c81010318db42c028e24b5a5,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00053,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/05_RESULTADOS_NEGATIVOS_Y_CORRECCIONES/OMEGA_AUDITORIA_FASE_6_DOCS_51_58_HISTORICOS__RESULTADOS_HISTORICOS_Y_CORRECCIONES_DOCS_51_58.csv,.csv,845,41c6fd18e502275059694afa3642a42ec4f504c3a8f27bfb58a5f5fc83dfcaf3,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00054,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/05_RESULTADOS_NEGATIVOS_Y_CORRECCIONES/OMEGA_AUDITORIA_MODERNA_FASE_1_V61_V69__RESULTADOS_SUPERADOS_O_REFINADOS_V61_V69.csv,.csv,583,84d0908e7b263d9c7dbf81d35b19a5bccfc6f8bb3631556ee77c76db07c099b7,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00055,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/05_RESULTADOS_NEGATIVOS_Y_CORRECCIONES/OMEGA_AUDITORIA_MODERNA_FASE_2_V70_V79__RESULTADOS_SUPERADOS_O_REFINADOS_V70_V79.csv,.csv,985,e4ee80257b35071c7aaf7b019807d18a9d5651378f8d4162cf7638863c97120f,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00056,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/05_RESULTADOS_NEGATIVOS_Y_CORRECCIONES/OMEGA_AUDITORIA_MODERNA_FASE_3_V80_V86__RESULTADOS_SUPERADOS_O_REFINADOS_V80_V86.csv,.csv,947,6f44d43497de8d3e8c355f9b2bbfc222b2937b82b1690f7c9686190d37ea65c8,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00057,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/05_RESULTADOS_NEGATIVOS_Y_CORRECCIONES/OMEGA_AUDITORIA_MODERNA_FINAL_V83_V90__RESULTADOS_SUPERADOS_O_REFINADOS_V83_V90.csv,.csv,646,29360164135998840a0b462b3f19dbd7eb235d0d01f5a7ad533de5a488478864,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00058,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/00_FENOMENOLOGIA.md,.md,1547,6fd447af8af1d1c98fa49c6914f957fa3d58da595eb2688e0a20695db2e8fcab,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=21,equation_catalog_occurrences_verified=1,claim_candidates_classified=12,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00059,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Coefficients_v67.csv,.csv,1008,b1afb47b017c688d93973c59b7ee7c7dc56d9bc24ae297ded9a9a5c3dd14cc84,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00060,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Dataset_Filtered_v67.csv,.csv,41516,9791bc834960ed436f75e7bdaf38633d1f81e6c441020fbe1a10285e7f131873,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00061,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Dataset_NUBASE2020_v67.csv,.csv,42743,42c33c112921e12d961808d0aaee21cf3e52e79eb7d3bc73e3f3973a7bea579d,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00062,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Derived_Separation_Coefficients_v68.csv,.csv,1209,6d97db1e32a2a550baaa52ad09926d9956624774c20aa0a08d2725a93bc32860,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00063,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Derived_Separation_Diagnostics_v68.csv,.csv,212,7e2fc5e96f60b0fb7a845e47ee95a2d204da2b3fbe5a3c70264d5fd25ecfa5ac,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00064,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Derived_Separation_Models_v68.csv,.csv,923,81273302df78df8b218a8244ab9cfeda99e8cceafa3f45bd13c356c30fd8cff7,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00065,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Derived_Separation_Predictions_v68.csv,.csv,86909,f5a643f9c57e35b68ba7845265e7ade5634443eff22e3938b5a030d135767f7b,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00066,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Derived_Separation_Residuals_v68.csv,.csv,29243,c003eac5857faaded80d1de669d4ffd81d392eac41e79ef4d1fa324ce2d4dd27,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00067,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Derived_Separation_Transfer_v68.csv,.csv,624,019b7743d9be608bc93050760cf22ad249370fff6371aa4c7eda4f2b28a81f1b,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00068,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Largest_Residuals_v67.csv,.csv,28178,eb6a7f612ffa5beff553b78a5bcdaa7b93991870713e28aaa04dcf7e4ff6849f,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00069,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Microseparation_Actions_v69.csv,.csv,716586,550faa20d7264786ee175815b05132eef84e1b12f4aaee2b40f55574d3a016a6,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00070,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Microseparation_Coefficients_v69.csv,.csv,10545,affb429300c2db2c56e4d9f255698bfa180e9335fb1cee3125aa2c816f573c79,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00071,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Microseparation_Emergence_v69.csv,.csv,3610,7706e6e06c84072c9e77184e3bba08035c4d5787b537d2b375f1bb311705ec17,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00072,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Microseparation_Models_v69.csv,.csv,6654,c5a1ae1a39b7e7ca78845bcf0690adcaf833709f21b98ef49ed9ca795b568c65,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00073,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Microseparation_Predictions_v69.csv,.csv,1570670,4a9e18bd25592d7b4f1736d5519fe408b8213f663e73bedd5a04f220b98a0d2b,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00074,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Microseparation_Residuals_v69.csv,.csv,27108,1e37819c0079c6748529a5a0fcb43031a872245a5da258d77d9d5dcc2d78c2c0,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00075,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Model_Comparison_v67.csv,.csv,770,7a3fc5fae2e3553705f96ecc175eed62f23b124c70c63afe08252df67466412d,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00076,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Predictions_v67.csv,.csv,99789,f1a0160c01af3090ae53f88e4376b593c68318c518067595d33e6503730d3ea5,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00077,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Preformation_Coefficients_v70.csv,.csv,1582,c569bc35b2acc0d76de685d155ebe3f0fbed31a56992cd47ace3b06010388842,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00078,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Preformation_Correlations_v70.csv,.csv,267,5ac93e0ee24617eb02993695275b280012834f10de62e18bae91e15d9c4e290a,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00079,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Preformation_Dataset_v70.csv,.csv,80957,64b8a2e050981dd69821edbc7127065b70e76e7ffd7dec3892f5ec653f2cd508,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00080,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Preformation_Models_v70.csv,.csv,1093,77d78fab46566bcb309e2f172076ee10a77e31149220bcc5dcd3c44ffa217b71,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00081,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Preformation_Predictions_v70.csv,.csv,86808,77f575c18945ec9d132b2130b575766409de7563f90ed2e2a048d58017e90583,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00082,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Preformation_Residuals_v70.csv,.csv,35061,a5d6c7d1a179edf6f4a508d98d027d9d28aa2bc53fb730ff1ec44057d98e56ee,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00083,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Preformation_Transfer_v70.csv,.csv,309,5f1204bd610cb84c1006f8cd7fd97325973605b13938b9452791da01ab9bd976,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00084,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Relational_Network_Coefficients_v71.csv,.csv,1448,2a2ef0db6b460d399cadc05b9c68c6caeb719b5b093709b6562445eb2b623e77,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00085,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Relational_Network_Correlations_v71.csv,.csv,286,881e16fa4e3287e3a826d4e6c4b58aa05a73edea2f33422ebbf476c06d306bed,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00086,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Relational_Network_Models_v71.csv,.csv,1065,8fb998ef07b13050622838d25428723fa598e20f5fed2274ac6587f2dc853b5c,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00087,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Relational_Network_Predictions_v71.csv,.csv,60136,ba5b939925cb9f58ad1d9ff09bc01652f7264f3159626b1488b8200fc5e68fc7,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00088,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Relational_Network_Residuals_v71.csv,.csv,49869,248fe60469aa4ef9b681c2d60cfd6412dcaa9555b69b56454035125a336f548c,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00089,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Relational_Network_v71.csv,.csv,118537,52853a02bb12b2b18d5ed59f23b20d5ffcc1c664e219e704984e1a71f57c4b7b,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00090,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Alpha_Residual_Diagnostics_v67.csv,.csv,690,f8121fc7e804654b3f0345d75e6f99f2fd8971c9c38b95219bfa96af370c41cf,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,dataset_catalog_recomputed_exact,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00091,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Confrontacion_Decaimiento_Alfa_v67_2026-08-02.md,.md,11649,a1a2570c2b669775b70de59cb8c2ab41615148646741c0d442e08bf1a2bce079,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=93,equation_catalog_occurrences_verified=25,claim_candidates_classified=48,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00092,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Derivacion_Restriccion_Alfa_v68_2026-08-02.md,.md,17694,86c5682dec8eed4609f2b190cade5d578daf7657beda7fd6f5c47079ce25c5ff,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=199,equation_catalog_occurrences_verified=53,claim_candidates_classified=121,NOT_APPLICABLE,NOT_APPLICABLE,negative_catalog_occurrences=2,True,COVERED_WITH_NEGATIVE_OR_LIMITATION
COV-00093,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Perfil_Microscopico_Separacion_Alfa_v69_2026-08-02.md,.md,12582,8f5f6f70e7d37ddc28a8811deeb2463411e5fe424603b03b15cd54bd3d0f369b,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=119,equation_catalog_occurrences_verified=38,claim_candidates_classified=68,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
COV-00094,physical_outer_member,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/06_FENOMENOLOGIA/ALFA_DATOS/Geometry_Omega_Preformacion_Alfa_Cierre_Identidad_v70_2026-08-02.md,.md,15799,13511092fd79b008ac450aafdd6f85052b748f6f36e485e6a10bc7a2f809caac,COVERED,SOURCE_ZIP_INVENTORY_EXTRACTED_EXACT,COVERED,markdown_blocks=163,equation_catalog_occurrences_verified=49,claim_candidates_classified=97,NOT_APPLICABLE,NOT_APPLICABLE,,True,COVERED
