verdict_id,package,source_file,claim_or_scenario,original_status,normalized_epistemic_state,reason_or_correction,audit_note
V-0179,OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA/OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Entropía genealógica acumulativa,derivada,DERIVADA_O_EXACTA_EN_SU_MARCO,El conjunto de historias realizadas crece.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0180,OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA/OMEGA_THEORY_V1_1_ENTREGA_18_ENTROPIA_GENEALOGICA/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Segunda ley desde genealogía sola,no_derivada,NO_DERIVADA_O_ABIERTA,"Faltan medida, mezcla y condición inicial.",NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0181,OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Medida de caminos desde tasas,derivada,DERIVADA_O_EXACTA_EN_SU_MARCO,Probabilidades locales normalizadas inducen una medida producto.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0182,OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Entropía de caminos lineal,apoyada_asintoticamente,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,La sorpresa media se acerca a n por tasa de entropía.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0183,OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Entropía de Shannon siempre crece,falso,REFUTADA_O_NO_APOYADA_EN_MODELO,Depende de dinámica e inicialización.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0184,OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,KL al equilibrio disminuye,apoyado_en_modelos,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,Contracción en cadenas mezclantes probadas.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0185,OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Producción positiva en cada camino,falso,REFUTADA_O_NO_APOYADA_EN_MODELO,Hay fluctuaciones negativas.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0186,OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Producción media no negativa,apoyada,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,Positiva fuera de equilibrio y casi nula en balance detallado.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0187,OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Teorema integral de fluctuación,apoyado_numericamente,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,La media de exp(-Sigma) se mantiene cerca de uno.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0188,OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Segunda ley microscópica exacta,refutada,REFUTADA_O_NO_APOYADA_EN_MODELO,Sólo sobrevive una ley estadística.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0189,OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Condición inicial de baja entropía,necesaria_en_modelos,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,El equilibrio no muestra flecha comparable.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0190,OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/OMEGA_THEORY_V1_1_ENTREGA_19_MEDIDA_CAMINOS_Y_FLECHA_ESTADISTICA/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Multiplicidad igual a probabilidad,falso,REFUTADA_O_NO_APOYADA_EN_MODELO,Los pesos de camino pueden ser muy no uniformes.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0191,OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Path cost C=-ln P,derived,DERIVADA_O_EXACTA_EN_SU_MARCO,Follows exactly from product path probabilities.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0192,OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Local surprisal equals local obstruction,false_in_general,REFUTADA_O_NO_APOYADA_EN_MODELO,Normalization among competing channels adds ln(sum r).,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0193,OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Canonical tilt exp(-beta C),mathematically_valid,DERIVADA_O_EXACTA_EN_SU_MARCO,Defines a one-parameter family once C is chosen.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0194,OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,C is physical energy,not_derived,NO_DERIVADA_O_ABIERTA,Surprisal and obstruction are dimensionless until an energy scale is supplied.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0195,OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,beta inverse is physical temperature,not_derived,NO_DERIVADA_O_ABIERTA,Operational thermal contact and energy exchange are still required.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0196,OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Canonical identities,verified,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,d ln Z/d beta=-U and dU/d beta=-Var(C).,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0197,OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Heat capacity nonnegative,verified_for_canonical_finite_models,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,C_beta=beta^2 Var(C)>=0.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0198,OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Negative temperature,conditional,CONDICIONAL,Possible only for bounded effective spectra; not colder than zero.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0199,OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Equilibrium equalizes beta,supported_in_toy_exchange_model,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,Most probable split approximately equalizes entropy slopes.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0200,OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/OMEGA_THEORY_V1_1_ENTREGA_20_ENERGIA_TEMPERATURA_Y_OBSTRUCCION/02_PRUEBAS_NUMERICAS/TEST_09_VEREDICTO.csv,Q_Omega uniquely determines path energy,refuted,REFUTADA_O_NO_APOYADA_EN_MODELO,"Support, measure and competition normalization prevent universal identity.",NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0201,OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,E proportional to omega,derived_up_to_constant,DERIVADA_O_EXACTA_EN_SU_MARCO,Additivity and generator composition select linear dependence.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0202,OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,Proportionality constant kappa,not_derived,NO_DERIVADA_O_ABIERTA,It converts inverse time into energy and fixes the action unit.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0203,OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,Work proportional to delta Q_Omega,conditional,CONDICIONAL,Valid if Q_Omega is a state function and energy is postulated proportional to it.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0204,OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,Path independence of work,verified_for_gradient_models,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,Fails when the generalized force has nonzero circulation.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0205,OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,Elementary update implies fixed energy quantum,not_derived,NO_DERIVADA_O_ABIERTA,Discrete update count does not fix energy spacing without a scale.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0206,OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,E=epsilon_Omega C,valid_dimensionalization_not_prediction,LIMITADA_O_CONVENCIONAL,Any dimensionless cost can be dimensionalized by an arbitrary scale.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0207,OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,"omega, C and Q uniquely related",refuted_in_general,REFUTADA_O_NO_APOYADA_EN_MODELO,They are independent observables without an extra dynamical law.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0208,OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,Operational route to energy scale,identified,APOYADA_VERIFICADA_O_REQUERIDA_EN_MODELO,Calibrate work or generator frequency against a conserved exchange quantity.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0209,OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,hbar-like constant emerges numerically,false,REFUTADA_O_NO_APOYADA_EN_MODELO,Only the need for an action-valued conversion constant emerges.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
V-0210,OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA,90_FUENTES_INTEGRAS/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/OMEGA_THEORY_V1_1_ENTREGA_21_ESCALA_OPERACIONAL_ENERGIA/02_PRUEBAS_NUMERICAS/TEST_10_VEREDICTO.csv,Energy ontology completed,false,REFUTADA_O_NO_APOYADA_EN_MODELO,The absolute scale remains experimentally or dynamically undetermined.,NORMALIZACION_DE_ETIQUETA; CONSERVA_TEXTO_ORIGINAL
